"id" "baseMean" "baseMeanA" "baseMeanB" "foldChange" "log2FoldChange" "DESeq_pval" "DESeq_padj" "samples" "DGEClust_pval" "DGEClust_padj"
"206" "cluster_399" 12691.914617173 15344.4411296125 10039.3881047335 0.654268736145691 -0.612044760891184 0.0396078538093173 0.0604047711882491 "KRAUS_UNC" 0.103112110986127 0.00909168791646784
"207" "cluster_400" 1086.9543010494 1809.69344225446 364.215159844352 0.201257932056506 -2.31288245047713 3.08348815276024e-13 2.44245634287412e-12 "KRAUS_UNC" 0.0208723909511311 0.00162706166643174
"208" "cluster_401" 1055.76124534567 1404.32214104443 707.200349646896 0.503588406803108 -0.989683023983298 0.000158309686200787 0.000377301172064699 "KRAUS_UNC" 0.0273715785526809 0.00225311286999301
"209" "cluster_402" 380.396402438035 466.963796020972 293.829008855097 0.629232954157972 -0.668333865399964 0.00859545904625676 0.0149743851373667 "KRAUS_UNC" 0.20084989376328 0.021316022728149
"212" "cluster_408" 212.759701064374 420.028202174855 5.49119995389256 0.01307340775086 -6.25722094271509 0.0478456666021899 0.0717072639818656 "KRAUS_UNC" 0.540682414698163 0.074559777672939
"214" "cluster_410" 22.9911308553401 37.284486333853 8.6977753768272 0.233281351899166 -2.09985710945928 0.000347512836998125 0.000777092677513949 "KRAUS_UNC" 0.0651168603924509 0.0057177012917233
"215" "cluster_413" 42.7029587184021 75.4931902692575 9.9127271675467 0.131306242751055 -2.92899258633449 0.000114126316794742 0.000278324020062428 "KRAUS_UNC" 0.157105361829771 0.0160256234966921
"216" "cluster_414" 158.932325483411 79.1144817679375 238.750169198885 3.01778086468668 1.59348804877118 1.39403834018595e-06 4.59404942689799e-06 "KRAUS_UNC" 0 0
"218" "cluster_417" 568.92399138098 343.266704922444 794.581277839516 2.31476361221529 1.21086487041954 2.45535726086609e-05 6.69954955916317e-05 "KRAUS_UNC" 0 0
"219" "cluster_418" 312.098280274409 175.452894941286 448.743665607531 2.55763044410125 1.3548078220855 1.08865418129723e-06 3.64232584656874e-06 "KRAUS_UNC" 0 0
