	Posteriors	FDR
5829	0.0	0.0
5875	0.0	0.0
5879	0.0	0.0
5882	0.0	0.0
5884	0.0	0.0
5889	0.0	0.0
5891	0.0	0.0
5892	0.0	0.0
5893	0.0	0.0
5897	0.0	0.0
5899	0.0	0.0
5907	0.0	0.0
5908	0.0	0.0
5876	0.0	0.0
5823	0.0	0.0
5822	0.0	0.0
5821	0.0	0.0
5743	0.0	0.0
5745	0.0	0.0
5747	0.0	0.0
5751	0.0	0.0
5752	0.0	0.0
5760	0.0	0.0
5765	0.0	0.0
5770	0.0	0.0
5773	0.0	0.0
5774	0.0	0.0
5775	0.0	0.0
5782	0.0	0.0
5788	0.0	0.0
5794	0.0	0.0
5795	0.0	0.0
5799	0.0	0.0
5805	0.0	0.0
5809	0.0	0.0
5811	0.0	0.0
5813	0.0	0.0
5815	0.0	0.0
5817	0.0	0.0
5818	0.0	0.0
5819	0.0	0.0
5820	0.0	0.0
5910	0.0	0.0
6374	0.0	0.0
5911	0.0	0.0
5914	0.0	0.0
6005	0.0	0.0
6007	0.0	0.0
6008	0.0	0.0
6009	0.0	0.0
6011	0.0	0.0
6018	0.0	0.0
6019	0.0	0.0
6020	0.0	0.0
6021	0.0	0.0
6025	0.0	0.0
6027	0.0	0.0
6004	0.0	0.0
6028	0.0	0.0
6032	0.0	0.0
6035	0.0	0.0
6041	0.0	0.0
6042	0.0	0.0
6043	0.0	0.0
6044	0.0	0.0
6047	0.0	0.0
6049	0.0	0.0
6050	0.0	0.0
6055	0.0	0.0
6062	0.0	0.0
6031	0.0	0.0
6002	0.0	0.0
5997	0.0	0.0
5996	0.0	0.0
5918	0.0	0.0
5926	0.0	0.0
5930	0.0	0.0
5933	0.0	0.0
5936	0.0	0.0
5942	0.0	0.0
5946	0.0	0.0
5952	0.0	0.0
5955	0.0	0.0
5956	0.0	0.0
5957	0.0	0.0
5961	0.0	0.0
5963	0.0	0.0
5965	0.0	0.0
5969	0.0	0.0
5971	0.0	0.0
5973	0.0	0.0
5975	0.0	0.0
5976	0.0	0.0
5977	0.0	0.0
5980	0.0	0.0
5981	0.0	0.0
5982	0.0	0.0
5983	0.0	0.0
5994	0.0	0.0
5913	0.0	0.0
6380	0.0	0.0
6383	0.0	0.0
6385	0.0	0.0
6803	0.0	0.0
6808	0.0	0.0
6813	0.0	0.0
6815	0.0	0.0
6816	0.0	0.0
6829	0.0	0.0
6831	0.0	0.0
6832	0.0	0.0
6833	0.0	0.0
6834	0.0	0.0
6835	0.0	0.0
6800	0.0	0.0
6836	0.0	0.0
6839	0.0	0.0
6845	0.0	0.0
6848	0.0	0.0
6849	0.0	0.0
6850	0.0	0.0
6852	0.0	0.0
6853	0.0	0.0
6855	0.0	0.0
6856	0.0	0.0
6864	0.0	0.0
6867	0.0	0.0
6837	0.0	0.0
6798	0.0	0.0
6797	0.0	0.0
6792	0.0	0.0
6711	0.0	0.0
6712	0.0	0.0
6714	0.0	0.0
6728	0.0	0.0
6729	0.0	0.0
6734	0.0	0.0
6737	0.0	0.0
6739	0.0	0.0
6743	0.0	0.0
6744	0.0	0.0
6745	0.0	0.0
6746	0.0	0.0
6753	0.0	0.0
6757	0.0	0.0
6758	0.0	0.0
6762	0.0	0.0
6766	0.0	0.0
6769	0.0	0.0
6773	0.0	0.0
6774	0.0	0.0
6776	0.0	0.0
6778	0.0	0.0
6786	0.0	0.0
6787	0.0	0.0
6788	0.0	0.0
6873	0.0	0.0
6709	0.0	0.0
6874	0.0	0.0
6877	0.0	0.0
6954	0.0	0.0
6957	0.0	0.0
6958	0.0	0.0
6962	0.0	0.0
6964	0.0	0.0
6967	0.0	0.0
6972	0.0	0.0
6973	0.0	0.0
6974	0.0	0.0
6976	0.0	0.0
6977	0.0	0.0
6952	0.0	0.0
6986	0.0	0.0
6996	0.0	0.0
7007	0.0	0.0
7008	0.0	0.0
7009	0.0	0.0
7011	0.0	0.0
7016	0.0	0.0
7017	0.0	0.0
7018	0.0	0.0
7019	0.0	0.0
7022	0.0	0.0
7023	0.0	0.0
6995	0.0	0.0
